symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,EU.C021.C1,EU.C021.C2,EU.C021.C3,EU.C021.C4,EU.C021.C5,EU.C021.C6,EU.C021.C7,EU.C021.C8,EU.C021.C9,EU.C021.C10,EU.C21.ES_c21
SMS,3561.8372225980156,0.3095459290967445,0.13005055481999075,0.0029245785797525074,0.027668336047992844,5356,2379,4184,3153,4671,3784,3018,3831,3116,3422,2818
SMTN,435.4845454682036,0.13728460210707866,0.23120784982361917,0.2744738396120185,0.56387259633095,382,332,500,268,507,357,239,507,350,343,709
SMTNL2,47.524171358363226,-0.7298877088280947,0.5199495263315832,0.0035459045076222137,0.032005142415284175,4,58,79,53,64,44,34,47,25,31,44
SMU1,1852.9406404792674,-0.012404165591570888,0.10168280575130444,0.8810695413704946,0.9537075812918894,2164,1655,2741,2056,1998,1780,1668,1943,1862,1528,1246
SMUG1,260.4850961661648,-0.005754924914136025,0.16486155376408881,0.9576676144718835,0.9841303358022961,263,252,326,251,393,288,172,263,256,165,261
SMURF1,2573.8814464110396,0.17175097494466868,0.12850765323771668,0.08280544144687485,0.2852073558745702,3332,2642,3279,2593,2821,2287,2206,2982,2616,2181,1660
SMURF2,3960.441300552357,0.18568008812590456,0.12786075297953015,0.061031758332142805,0.23650691590395,3739,3543,5410,3622,4992,4199,4298,4377,4485,4066,423
SMYD2,1353.8624458190263,0.07519674418978889,0.1289824465742983,0.43961726202731416,0.7128211679242219,1119,1182,1826,1326,1844,1464,1162,1448,1359,1328,872
SMYD3,659.9823670934846,0.029885343483018065,0.11883469880478197,0.7460594386089963,0.8983153264601887,1053,505,849,674,747,641,588,609,637,506,588
SMYD4,413.1741326045436,-0.9681722474305985,0.34197315887389684,7.77911177321168e-5,0.0015051634807542135,595,355,568,364,397,299,241,391,331,277,561
SMYD5,478.0496331163495,0.16496681517923747,0.2234055756014659,0.19453063436277096,0.47001483614376355,651,385,513,322,501,386,265,446,331,241,749
SNAI1,94.03589532269372,-0.6419530809591324,0.4338849272122699,0.004381998923037852,0.037716813410766,134,58,130,123,45,38,29,61,24,26,210
SNAI2,748.3057146336473,1.3322198647892705,0.1855379152282247,1.4014450735400125e-14,1.9339942014852173e-12,1051,336,522,311,841,685,934,981,999,777,713
SNAI3,14.255862258859231,0.0921330949799601,0.3377506777224996,0.4309732262150078,0.7068930007433631,7,20,6,7,19,12,6,20,19,7,25
SNAI3-AS1,89.50887655484058,-0.04418101644985651,0.22573907291232534,0.7064897995692815,0.8781893261787144,159,86,73,72,69,51,53,75,39,60,159
SNAP23,2544.3104644979717,0.03365120144334436,0.1212442456341167,0.718814782702655,0.884278218981493,2245,2534,3691,2288,3759,2727,2235,2762,2665,2355,865
SNAP25,251.30323746326928,0.1185399007792112,0.17532785235143902,0.2987703021231528,0.5889307452056046,509,257,448,250,256,198,222,321,248,220,33
SNAP29,1239.2094094571132,-0.37388252750955087,0.1737619854483983,0.0031544546287454052,0.029230345943835057,1150,1525,2444,1866,1168,1059,999,1200,1138,977,566
SNAP47,664.6027377518957,0.09067099563067062,0.14582158261757125,0.3846142670659967,0.6705250607087089,630,534,624,543,749,609,386,587,535,436,1048
SNAP91,42.800041202415386,0.0014870257373910533,0.2452029136232756,0.9898172215409163,0.9962761793806802,81,36,49,16,52,39,27,65,49,28,43
SNAPC1,473.7783156320038,-0.014677984777300734,0.15110751534554911,0.8886809142429772,0.9564463628304944,641,425,677,645,483,423,317,583,545,316,261
SNAPC2,232.05942820739486,0.029457534840690063,0.1795077766627653,0.7918377162126478,0.9181175252243566,259,117,208,229,171,146,105,216,113,142,599
SNAPC3,1666.2418757874484,-0.07218056491140987,0.12038541166702103,0.438752279383959,0.7121887392974966,1620,1661,2751,2013,1945,1367,1738,1607,1760,1366,835
SNAPC4,597.1005259710805,0.617479300726731,0.1882080112611843,3.303313104271532e-5,7.354496295350139e-4,618,428,699,526,716,437,341,850,491,521,698
SNAPC5,265.6797711542536,-0.06011750937237983,0.1905648658503937,0.5992250359736513,0.8193201951503087,244,264,370,229,442,315,174,233,250,217,205
SNAPIN,395.9243229955888,0.0069431425467451294,0.17286064672284548,0.9497252002541494,0.9807443544520731,371,373,596,393,517,376,231,371,291,408,459
SNCA,350.2423209938946,-0.22923366697948794,0.23913896137381072,0.09245204655501855,0.3052123909402333,494,208,387,278,329,161,171,226,160,130,587
SNCAIP,148.1369754508374,0.8228656661546785,0.4141002013164527,8.701494552119661e-4,0.010982430539024498,180,63,160,98,129,111,182,193,182,108,129
SNCG,17.866576542985992,-0.13336261388731277,0.37111377603495527,0.27443815074206074,0.5638696002326726,16,7,12,16,33,24,5,4,7,1,44
SND1,4829.336173756631,0.15940891420108588,0.15321636226764868,0.14352423487695742,0.3967827274793767,7542,4120,4983,3991,6036,4212,2909,5317,4138,4009,6433
SNED1,74.76855280540018,-0.6685277263019611,0.538206122605085,0.005628289206787573,0.04577675200114976,163,91,90,84,86,26,23,61,57,43,24
SNF8,1061.968342407774,0.07079502916911645,0.13875550550210503,0.4846444482554283,0.7451743091131806,1287,854,1307,918,1708,1089,805,1085,908,965,952
SNHG1,1377.4996291501607,0.14436590917008402,0.15122619356629247,0.18022831025854924,0.4509807215321563,1837,746,1503,1027,1656,1298,1020,1507,1096,877,2046
SNHG10,95.50033753281708,0.09696910517525852,0.23351877356324177,0.42622551081261156,0.7036892999356327,139,39,123,91,166,88,43,105,56,108,138
SNHG11,156.0289617054896,0.06937696057955291,0.1858084292280559,0.5428293185541098,0.7826457962011466,140,118,187,129,193,120,129,156,107,108,214
SNHG12,212.77590960231637,0.49750410427083885,0.29612152726000845,0.005185129850714181,0.04298972107608014,202,147,159,162,282,213,161,268,254,163,324
SNHG14,13233.102250304259,0.20623811998596703,0.1415325315318955,0.05169375442868118,0.21271126452688968,16142,10177,17922,10736,16203,13840,15997,15090,15690,11900,5998
SNHG15,170.959612748551,0.5893688334519654,0.3516657560148911,0.003631525099477654,0.03258420532567322,199,78,106,93,207,149,73,186,154,141,363
SNHG16,1562.7034927782313,-0.0510267912243295,0.12704140955062843,0.5959159734898833,0.8177302649774283,1863,1192,2335,1449,1706,1353,1337,1519,1648,1245,1697
SNHG17,224.62887275365046,0.14339374957707154,0.20028789017532028,0.2365677503405999,0.5201064246461273,321,112,220,134,310,188,156,242,176,154,441
SNHG18,352.47580214141567,0.1094814499343023,0.16772231816918196,0.32700774794585613,0.6153228955600525,463,259,497,297,446,372,304,487,350,368,156
SNHG19,47.924352123695755,0.15572879366168188,0.327614322682711,0.23866942868277716,0.5227389760950327,43,26,34,17,158,56,18,37,26,33,116
SNHG20,111.01606099557802,-0.20391002676304412,0.27096608368558656,0.1401791088384764,0.3918163306636891,183,111,151,79,141,113,73,70,97,85,123
SNHG21,121.72257677521843,0.03139490098161136,0.17959653762019698,0.7785989832405767,0.913158284660675,129,85,171,147,126,120,112,137,141,109,78
SNHG25,8.46636204463036,0.05729314846692756,0.38156472149790965,0.5542646448330053,0.7904946224309466,12,0,5,8,15,16,3,8,0,12,19
SNHG26,36.756808132258726,0.07091960051259485,0.29707562546634375,0.5494796246192314,0.7867296668162911,27,12,58,35,36,42,38,39,20,42,17
SNHG28,33.54387082008019,-0.0564046646560469,0.309175241539859,0.6238073166092593,0.8329735763887574,48,19,71,70,30,30,20,33,9,44,6
SNHG29,4457.96701745337,0.07517899691442406,0.12867140804657334,0.43907087500170666,0.7124288670467883,7383,2848,4855,3621,4376,3768,2786,3807,3024,3203,6833
SNHG3,690.2408948533988,0.09199382191828373,0.17746169686641022,0.41703918403496887,0.6968009940523402,682,443,674,460,756,595,487,681,499,598,1558
SNHG30,78.94221812660662,0.12117063467247836,0.22263189984046514,0.3245536531900152,0.6129846059231845,86,42,78,49,143,74,63,82,56,51,156
SNHG31,48.734852906596274,0.13393293193389721,0.2896618839515686,0.29880352577445696,0.5889307452056046,31,28,44,84,74,62,68,54,43,69,2
SNHG32,1698.5790847697274,0.21742242802100928,0.2259511229028543,0.10069875949874074,0.32031876619769245,2125,1097,1692,1534,3301,1935,878,1926,1265,1563,1646
SNHG33,338.8923605945814,0.3112837364715552,0.18740071032175254,0.01537611501230498,0.09316051105786231,491,258,327,268,426,323,296,421,335,278,327
SNHG4,328.4716621491011,-0.36441462351379383,0.2123399191327099,0.00949695824041455,0.0668832596788031,434,247,456,297,279,286,204,212,296,199,678
SNHG5,852.2641634522558,0.04885448853826669,0.20322899496436514,0.6726323517361402,0.8591459503778834,614,333,532,429,848,499,321,531,439,373,3969
SNHG6,418.1485878956924,0.12260760031144162,0.14764872406610216,0.24631421724219535,0.5324902640484435,491,235,513,397,566,382,283,426,350,288,1032
SNHG7,326.9132365902149,0.48845084188659976,0.27454175459689406,0.004291522575497042,0.03712945283194281,256,155,193,157,349,162,103,229,188,180,1020
SNHG8,400.79034773781336,0.5616271765188473,0.37421818736417395,0.005795068319303839,0.04683739147905881,336,158,334,246,1022,583,257,549,303,347,278
SNIP1,554.8485774230387,0.02070188720245603,0.1814701841598349,0.8530980639823766,0.9426728050566952,687,499,768,396,703,495,414,553,601,456,469
SNN,1038.5282757913058,0.15394158081117715,0.11884788686143476,0.10048536668033438,0.32003815777015876,1735,788,1295,868,1325,864,638,1032,893,825,1276
SNORC,24.5476825397756,0.08444276317100984,0.33540214226377413,0.4655467735394179,0.7316872102338382,24,26,19,16,35,15,13,21,23,14,28
SNPH,269.58461722053465,0.045886752259111735,0.15201572128351776,0.6634802690340277,0.8537253242143943,271,302,478,302,339,256,152,369,313,222,117
SNRK,587.1555473129137,-0.03352788433079142,0.12498119939952629,0.7247272520065469,0.8873582802400259,901,584,919,699,667,495,551,676,508,488,250
SNRK-AS1,13.861485865841642,-0.11740935258151888,0.3973688687331496,0.2914498138218481,0.5813715675687701,21,3,24,50,21,4,20,11,1,5,4
SNRNP200,7406.800652651414,-0.041768698189231485,0.09351476875000767,0.5908623318665993,0.8148512733323815,10522,7075,9447,7372,7398,5495,5598,7400,6655,5513,9171
SNRNP25,232.41248173187722,0.07109929995945442,0.20254191321817538,0.5422425608852759,0.7823022534700481,250,158,271,139,443,235,139,242,124,159,368
SNRNP27,1019.7353470388966,0.14865074900117575,0.17032655339940508,0.19279837708030317,0.4672492453536869,1202,770,1749,1109,1172,1024,850,1192,948,1035,476
SNRNP35,105.10739689464843,0.06540712723740694,0.2391326219004005,0.5837940149216131,0.8098523270882358,127,72,151,124,153,60,65,148,66,74,128
SNRNP40,794.3214359541281,-0.038709918490817376,0.11353445073922516,0.6656590830966496,0.8553459006178504,1135,503,755,530,684,503,473,610,537,456,1769
SNRNP48,948.0765903694796,0.12432850947578014,0.1378809855925555,0.22275309825736392,0.5047268574333174,1099,828,1266,883,1056,912,946,1068,977,727,643
SNRNP70,2936.95004049542,0.05753802240934014,0.1042597293857898,0.4952608968514636,0.7521479268418134,3175,2406,3748,2287,4908,2697,1583,3474,2250,2679,4601
SNRPA,752.7216511088445,-0.08219937742559251,0.15039821791690333,0.4366231991262366,0.7110716567603194,1095,503,816,471,517,422,325,613,379,339,2413
SNRPA1,618.5437250967383,0.3422021069123642,0.19895114687557863,0.010899020061450387,0.07291339622840487,747,413,582,413,1091,503,527,662,566,542,841
SNRPA1-DT,11.261064258857072,-0.04274054676043141,0.3718691738458933,0.6599471432019712,0.8517041179782577,2,36,5,33,19,0,13,26,6,0,8
SNRPB,1920.9053322168104,0.30815475796462827,0.2700265322747874,0.0409294279374177,0.18267973904379592,2638,1022,1185,984,2847,1436,668,1651,948,1210,3853
SNRPB2,1306.768558090926,0.13886291507074885,0.15198149962229265,0.19778418883744806,0.47464794268578725,1641,937,1742,1308,1897,1281,1170,1330,1329,1053,777
SNRPC,957.2690956542375,0.09765725907301369,0.17853206286181914,0.3910238803311425,0.6765430270199376,1074,637,1146,1052,1213,918,531,1051,632,810,1168
SNRPD1,808.436088220098,0.08495038020942901,0.14666116941512242,0.4160867718599753,0.6961717214776617,1241,494,938,636,1134,722,610,734,556,619,1009
SNRPD2,822.6117436316591,0.012482089131649691,0.200514220064509,0.9130342414688059,0.9664067307518852,840,409,620,652,1725,830,286,562,371,549,2397
SNRPD3,1463.2886405132106,0.1563004740880206,0.18805044320001582,0.190102173199057,0.4639422326375275,1883,1085,1745,1538,1672,1446,1219,1374,1251,1307,1176
SNRPE,600.024104774664,-0.014569803605184535,0.16541142717816879,0.893265512243124,0.9578290570085192,741,303,515,449,929,546,320,448,335,371,1463
SNRPF,419.6384543138163,0.09005964226836805,0.18929159077637586,0.4361357936972103,0.7107744957208684,575,183,436,329,614,370,226,359,213,273,1028
SNRPG,592.9745075345893,0.2514802362541788,0.1997337662406392,0.050537875252621295,0.20993993614308706,701,421,534,461,995,738,377,560,477,550,792
SNRPN,4143.184634839522,0.3325670234091306,0.13045294177016073,0.0015129775289824312,0.016730926343674596,4849,3133,4311,3294,5335,3789,2752,4233,3470,3689,5517
SNTA1,205.85239752732252,-0.1606561165095021,0.19553856816231557,0.18547549796345342,0.45748140933285736,178,296,311,276,290,158,110,220,178,158,152
SNTB1,239.43465865029094,-0.001050081117879568,0.1519334968026243,0.9920257308800597,0.9972214589269303,721,219,306,183,203,170,146,194,195,158,245
SNTB2,1677.587217356504,-0.06201777488882928,0.12170340357783455,0.5085150677135636,0.7611998745567983,2236,1784,2718,1916,1749,1501,1789,1755,1606,1380,635
SNU13,1154.0182561823242,0.0025923686638066796,0.12147976547198854,0.977888983610501,0.9921491219059513,1499,933,1338,1013,1548,1291,802,1086,887,796,1596
SNUPN,278.11249361270285,-0.06935718583926552,0.1530786568371987,0.5138139518473279,0.7644716535638137,213,234,501,290,333,277,182,259,253,185,323
SNURF,84.73571445603012,0.02448573396910927,0.22950701003990145,0.8337572158362083,0.9358751001635525,112,83,74,50,202,64,86,78,90,78,24
SNW1,1558.2554151483478,-0.04697460450224998,0.1197243035299227,0.6125894890155048,0.8261201169101033,2056,1353,2406,1646,1971,1429,1118,1491,1459,1276,1244
SNX1,2711.3135069002215,0.12160859236284634,0.1609575543821835,0.2698267005109866,0.5584489644437847,2986,2812,3912,2829,3658,2423,2196,2785,2534,2347,1519
SNX10,281.07934219113514,-0.6517546744720362,0.2680449523815276,4.5765532495776925e-4,0.006633618590403499,158,392,623,325,290,293,258,237,198,207,200
SNX10-AS1,9.229312478845257,-0.06644885737001956,0.39257888649015477,0.48549031293403644,0.7457774131453991,24,3,37,0,18,4,6,6,0,8,2
SNX11,464.2620794270373,0.3960621303944046,0.2040452061879184,0.004627697783286478,0.03927604049672224,500,360,531,342,632,489,355,512,466,401,486
SNX12,1192.4286509033739,0.30945781056231253,0.1753560535593184,0.01253974136309021,0.08075148526065574,1398,944,1078,1148,1802,1242,883,1369,1124,1071,1124
SNX13,1549.9200596404587,0.019708290942538762,0.13276102848555651,0.8414097005985784,0.9383607803774532,1749,1484,2178,1704,1697,1487,1678,1629,1739,1220,475
SNX14,3835.2003205697324,-0.2073830539641626,0.11921392141116183,0.029854030721403687,0.14885118094535646,3175,4369,6569,4956,4029,3751,4195,3869,3702,3172,936
SNX15,365.3490486761429,-0.09554409232038483,0.15681501902645859,0.37660545985612387,0.6623718104779394,603,320,466,328,422,332,208,330,229,236,442
SNX16,429.2976264611873,0.03395405519699026,0.17737584447559634,0.7603546200562277,0.9039327873847525,379,415,686,467,584,426,416,468,449,339,135
SNX17,1301.434960346238,0.19859677986398067,0.15608869387299187,0.07500518289209131,0.2693411922434711,1458,1141,1263,991,1638,1332,829,1471,1130,1200,1783
SNX18,1377.7096669495115,0.04731134751538025,0.12333500662128516,0.616635822663633,0.8282905780450903,1848,1330,1889,1406,1558,1116,1281,1429,1229,1122,1024
SNX18P12,37.00969534688206,0.2805321381936724,0.38881244483985433,0.0765383439337668,0.2725559269467296,20,26,56,26,69,30,15,74,72,34,0
SNX19,3196.9069245854685,-0.08960975749816989,0.10800029602576115,0.3011706036035472,0.5908482825356061,3882,3443,5220,3888,3622,2721,2691,3568,3294,2604,1387
SNX2,3323.497455408242,0.3191301354097179,0.14444707851353433,0.004160670927271189,0.03627873867664029,2522,2730,4381,2984,4833,4073,3472,4192,3833,3151,1374
SNX21,292.97955313910916,-0.05630352788454349,0.15811431432355103,0.6001432038373867,0.8196480735206351,285,302,397,340,362,251,192,309,214,229,391
SNX22,22.8782285468215,-0.2026643742170695,0.3846990677883539,0.1470893354907927,0.4019142078260934,16,28,39,41,18,20,25,23,9,12,10
SNX24,853.9408995956924,0.035014387759599225,0.1512550013522525,0.7389741371145908,0.8942578693989531,729,803,1372,934,919,904,1000,831,880,737,338
SNX25,755.3985637186765,-0.1063712987068968,0.12123100685986218,0.25779516626358845,0.5443034676368858,996,744,1031,960,990,716,679,826,638,716,281
SNX27,1977.547942889978,-0.10015037479240889,0.13163511482937548,0.31080786535682325,0.600483792227569,2409,2290,3020,2050,2120,1553,1735,1976,2151,1560,1101
SNX29,648.2966311512635,0.026438637052118324,0.16031457068824598,0.8056961136046178,0.9244495090338699,815,790,892,663,758,563,552,769,541,564,341
SNX3,2757.08430058248,-0.38201610688434634,0.15334930500710142,0.0011883421912685216,0.013895614782774351,1916,2683,5463,3644,3510,2778,2354,2609,2313,2078,964
SNX30,2345.049611101958,-0.14060200471264914,0.10512559090571934,0.10121448210629096,0.3213675211086093,3052,2721,3739,2801,2530,2182,1910,2363,2346,2119,815
SNX30-DT,13.034639523662207,-0.0635930478039949,0.338663310380967,0.5661703542747134,0.7994852072455954,15,5,13,41,16,5,10,7,11,17,3
SNX32,48.61595011253681,0.11319028731157886,0.2803872742917578,0.36763035574948416,0.6547937792325212,50,38,47,43,61,17,25,54,63,42,56
SNX33,1333.7664889607445,-0.13220031901804277,0.1438137611614995,0.20613981197898507,0.4848059972429708,1663,1541,1935,1449,1664,1230,833,1403,1141,1096,970
SNX4,1518.1187185907197,0.006497613332414174,0.13724803505565525,0.9482996912000581,0.9803277398224457,1181,1757,2580,1418,1779,1640,1606,1466,1526,1363,683
SNX5,1975.7396265354882,-0.09090453733682413,0.10824266898140197,0.2950746467901446,0.5856242961921911,2343,1650,2459,2000,2320,1991,1710,2079,1876,1562,1885
SNX6,3258.7653028760787,-0.2574762376909262,0.12828167728814632,0.0112920548699975,0.0747343369874032,3154,3314,5337,4076,3319,3395,3146,3292,3080,2476,1687
SNX7,851.0213477122753,-0.06018943533234198,0.11441245883328888,0.5040604999708731,0.7586139048888353,788,794,1311,977,960,835,741,842,830,734,648
SNX8,573.9778976512663,-0.1613806968228574,0.16579782434142318,0.15446321072106287,0.41274230958878344,773,571,568,548,736,485,250,665,438,463,703
SNX9,2556.9796241663607,-0.6141678403697047,0.1455108266370794,7.709668801330958e-7,2.7274586789115328e-5,3239,3400,4864,3031,3021,2129,2342,2312,2100,1931,914
SOAT1,1702.0367084145955,-0.2696315512961354,0.11705435564046116,0.005046755728367997,0.04208953108564741,2155,1847,2171,1757,1854,1682,1599,1847,1558,1458,781
SOBP,80.67041898206405,-0.2756303322666154,0.33321501212815874,0.07562670756506204,0.2707578822730287,255,52,117,64,47,28,39,39,55,38,341
SOCS1,69.24120146441592,0.05771623230570676,0.22262151055806162,0.624472682376935,0.8329851270220592,45,63,75,66,74,61,46,94,36,61,187
SOCS2,460.67706017408983,0.03790895034313402,0.15155624138420112,0.7186044372155639,0.884278218981493,564,379,641,388,585,458,503,464,477,388,230
SOCS2-AS1,50.90717198986568,-0.04963294766246468,0.27073763635912046,0.6738384453679869,0.8598100096050407,81,25,91,58,55,29,20,66,26,33,46
SOCS3,251.97909689580163,0.11522549664705549,0.16661539509257245,0.30194658941929314,0.5915051706195866,368,143,241,172,215,181,126,196,127,179,697
SOCS3-DT,12.084979137279571,0.02454933985789644,0.3567871418529323,0.8055432804181308,0.9244011886758263,4,16,17,0,6,31,4,10,22,6,10
SOCS4,1778.0283747796798,0.05061674709267995,0.097769823885181,0.5289920532950878,0.7741627854408207,2150,1732,2532,1761,1993,1762,1886,1856,1844,1393,936
SOCS5,581.5155690357519,0.13044791600809522,0.13291566056101137,0.1919507793842132,0.4665493615949916,709,545,734,506,643,638,551,643,617,462,349
SOCS6,1185.4785073988146,0.17796903298572864,0.1329760192538515,0.0788841808328865,0.27800285798411783,1542,1112,1570,1243,1398,1209,1128,1241,1334,907,554
SOCS7,1173.5831359583574,-0.14667850975766514,0.14143499655993508,0.1585211941176052,0.4178987672909384,2056,1207,1526,1169,1336,1017,772,1107,1007,861,1041
SOD1,1445.8156736468359,-0.029167077488493932,0.14705311163698526,0.7785393861697741,0.913158284660675,1461,1155,1809,1430,2432,1502,947,1428,1171,1078,1779
SOD2,1288.6812934278637,0.06845819339424218,0.12265316098809408,0.4678826779417287,0.733380733715478,1795,1282,1819,1124,1551,1229,1101,1191,1163,1027,1052
SOD3,24.3225268235816,0.08741423864847757,0.309619394368043,0.4658569827782766,0.7318543511554861,20,5,18,18,17,15,15,12,7,22,114
SOHLH2,35.119841323165936,-0.07494700578693633,0.27616061739753345,0.5336410588580369,0.7776439841807908,132,27,58,16,28,13,13,20,27,16,48
SON,13107.167527479622,0.12687034947466394,0.12063011463819262,0.17728545794630476,0.44630070507875724,16051,13497,19352,13709,12854,11156,12472,13429,13574,11070,6985
SORBS1,464.7346527768123,0.1784748990862549,0.2147078362572912,0.15914164470138534,0.41887565939844457,578,256,556,273,519,348,476,439,462,233,785
SORBS2,953.0262202417435,1.48358006316548,0.23778565866519652,6.201462525380732e-12,6.077820801027562e-10,988,348,642,354,1109,907,1001,1227,1208,899,1343
SORBS3,1330.794598672697,-0.23220738502163996,0.14791664050847794,0.03420806482873542,0.163108585525478,1308,1536,2369,1784,1336,1039,704,1457,1002,1024,1581
SORCS1,224.5024644979718,0.13541882280009276,0.25110148060551224,0.2881091541537506,0.5778794782053246,615,102,125,106,168,105,156,154,102,109,515
SORCS2,232.7284550925846,0.010025352705908083,0.20866367241947997,0.9305665974002548,0.9733526085811485,1177,236,274,165,204,153,83,203,143,128,51
SORCS3,65.51349207346901,0.4631373095417401,0.4369893755816696,0.01844985853382402,0.10619639358765717,107,62,61,35,81,58,59,84,57,55,31
SORD,825.5772406747824,-0.06822146273790035,0.16671509103513896,0.5349664483490095,0.7782601284659141,1062,768,1062,821,876,722,519,701,683,546,1014
SORL1,850.7801207006255,-0.07504969549845399,0.18312602366247585,0.5094434972696862,0.7617522111500578,1918,819,1136,761,758,480,647,682,681,544,805
SORT1,7231.993281952469,0.0830570948620014,0.0965808691146176,0.2970442633231883,0.5873817027072011,5646,7486,10174,7766,9361,7792,7359,8248,7335,7170,2295
SOS1,3588.560924644444,-0.10153441621993177,0.12041962291805171,0.27763430778268317,0.5666712714038924,4014,4042,6531,4454,3783,3075,3738,3818,3894,2827,828
SOS2,1852.241613539329,-0.09395619906514147,0.13212842487639656,0.34225624738900245,0.6307781438793818,2135,1995,3169,2598,1962,1525,1932,1907,1978,1530,513
SOSTDC1,23.475450425386466,0.8072991238326885,0.7102467541216493,0.0034370271207852902,0.03131461329421039,15,13,14,11,24,23,15,47,47,8,25
SOWAHA,25.951324631083722,-0.07916656446083797,0.2895997958097101,0.510376368085653,0.7620789253954526,6,19,49,70,34,16,9,27,29,19,3
SOWAHB,616.3674274871415,0.3640454702205969,0.19665965065124624,0.007013878414945941,0.053797768384367166,106,585,714,573,907,850,638,881,571,752,24
SOWAHC,702.3057497111135,-0.03938846378412598,0.1465306568344448,0.703934125889188,0.8774478974393597,815,680,1052,618,744,627,648,611,625,504,883
SOWAHD,5.665484117434922,0.020911954125924698,0.38688360418497947,0.8102251940095121,0.9256422440777178,12,0,13,6,6,0,1,1,14,1,14
SOX1,4.203360310486082,-0.23474676503605724,0.6130260071012038,0.020809492296319666,0.11582563412131526,20,2,13,7,0,0,0,0,0,0,11
SOX11,2092.2121370290756,0.6479031839733231,0.17980426703147137,9.80974199589343e-6,2.5554301380254055e-4,6211,1171,1690,979,2359,1559,1591,1848,1565,1552,3567
SOX12,1482.225540437463,-0.4476765056969206,0.14708730607766873,1.328479765578286e-4,0.002385223012578015,2088,1524,2276,1740,1306,904,673,1324,769,843,3917
SOX13,697.8449275404218,-0.47958886916605326,0.23326488442719637,0.002242239097087066,0.02265027734008459,694,402,715,499,385,289,238,345,275,201,2108
SOX15,143.02560146313542,-0.2243212790969763,0.23628239400542506,0.09706736182128789,0.31464429668889227,55,157,415,202,225,145,98,181,122,106,32
SOX17,44.8660899340246,0.40870335984493456,0.468712366508754,0.029102883136656692,0.14624133091059086,44,41,55,9,73,58,26,69,66,53,0
SOX2,587.3846653567557,-0.8533658886314043,0.6361981055296619,0.002441978023689622,0.024156486397849113,2166,155,873,242,289,70,83,107,71,68,3065
SOX2-OT,44.37958354785114,-0.07384238621263045,0.2722417568824237,0.5396854646212805,0.7805688946077213,252,14,49,37,66,17,38,21,25,14,46
SOX21,52.476453822580716,-0.04496783126389871,0.27574129948641646,0.7012896343513695,0.876477154451866,380,9,59,12,46,21,13,17,18,11,140
SOX21-AS1,24.054113825052127,-0.2792931713852129,0.46534126888497945,0.0708990075050405,0.2602487639743166,143,8,47,16,5,5,7,13,11,6,50
SOX3,37.551240561987974,-0.1664831617632221,0.3186371680674042,0.2161895874141677,0.4971276793659844,119,23,43,18,26,22,5,12,11,13,292
SOX4,7070.937175701936,0.55917364029485,0.16684166829301664,2.804474306458759e-5,6.397419667930104e-4,8232,5868,8319,4678,9308,7264,6044,8476,6980,7090,2967
SOX5,503.51829042376033,0.9688039078245684,0.2254072464245735,5.468513423470905e-7,2.0113047829320964e-5,1055,271,501,322,557,514,513,511,622,328,297
SOX6,267.6098161555215,0.08577153903722434,0.2348588433439885,0.4781453060119489,0.7402253216936328,220,178,267,242,295,232,242,286,419,205,177
SOX7,30.273901646822775,0.82232743668737,0.6488016297916488,0.0029595789091955934,0.027924835151071935,27,15,12,24,35,24,27,62,63,24,13
SOX8,49.040641416846896,-0.20186764011565525,0.31024484319247947,0.1523226507619241,0.40951273907947333,112,53,68,28,23,17,13,31,21,17,272
SOX9,954.4357190358637,0.2570299162227045,0.1822951073270696,0.03750273709797192,0.17270289687312054,2473,685,941,608,924,576,684,867,694,660,1711
SOX9-AS1,13.18938312596698,0.12501124495064275,0.41866570992363494,0.24782438814336175,0.5339389715924849,31,10,1,0,8,14,4,15,4,1,30
SP1,2799.9796768295532,-0.46050838945337885,0.13503916931747476,3.259130956930434e-5,7.285270243483854e-4,3842,3104,4602,3609,2857,2198,2432,2473,2638,1945,1889
SP100,504.97008045658526,-0.8622821797570909,0.3771916126197107,3.962438563488879e-4,0.0058712541720113125,190,492,922,946,515,689,483,413,349,329,12
SP110,186.7568942709685,-0.43410010862262205,0.35763958386548106,0.01747959636459996,0.10245638942897746,183,234,382,295,150,299,169,179,97,106,48
SP140,28.507340353856264,1.0512475520101539,0.7983490363250784,0.0012573929615745036,0.014509984569710477,106,8,14,5,48,19,19,24,21,39,1
SP140L,139.2766333698066,0.05808160604392156,0.2790416961545037,0.6234374598907555,0.832748681587405,226,94,184,169,130,102,131,129,131,93,32
SP2,413.25174959866314,0.04242068803598226,0.14012667616982977,0.6758905243036806,0.8613309909809096,667,424,702,478,453,279,292,450,363,274,327
SP2-AS1,34.87981353658656,0.045543010572828946,0.3155816602547796,0.6857721770673468,0.8673046892880828,27,6,44,18,62,14,35,33,16,21,36
SP3,2896.353830053757,-0.0508962487314846,0.11726197783256442,0.57822501030327,0.8069537168444633,3319,2944,4034,2921,3405,2535,3003,2870,2870,2281,1913
SP4,275.4399443414032,-0.37763066880988944,0.40784510113997646,0.03459559285313351,0.1641939064285598,396,169,352,291,247,169,251,266,212,149,223
SP5,73.21513507459204,0.15498994003882788,0.35457434945872923,0.23337294669288952,0.5174098870527053,33,23,23,60,57,37,18,41,28,16,701
